Player,MP-Standard Stats,Starts-Standard Stats,Min-Standard Stats,90s-Standard Stats,Gls-Standard Stats,Ast-Standard Stats,G+A-Standard Stats,G-PK-Standard Stats,PK-Standard Stats,PKatt-Standard Stats,CrdY-Standard Stats,CrdR-Standard Stats,xG-Standard Stats,npxG-Standard Stats,xAG-Standard Stats,npxG+xAG-Standard Stats,PrgC-Standard Stats,PrgP-Standard Stats,PrgR-Standard Stats,Gls.1-Standard Stats,Ast.1-Standard Stats,G+A.1-Standard Stats,G-PK.1-Standard Stats,G+A-PK-Standard Stats,xG.1-Standard Stats,xAG.1-Standard Stats,xG+xAG-Standard Stats,npxG.1-Standard Stats,npxG+xAG.1-Standard Stats,90s-Miscellaneous Stats,CrdY-Miscellaneous Stats,CrdR-Miscellaneous Stats,2CrdY-Miscellaneous Stats,Fls-Miscellaneous Stats,Fld-Miscellaneous Stats,Off-Miscellaneous Stats,Crs-Miscellaneous Stats,Int-Miscellaneous Stats,TklW-Miscellaneous Stats,PKwon-Miscellaneous Stats,PKcon-Miscellaneous Stats,OG-Miscellaneous Stats,Recov-Miscellaneous Stats,Won-Miscellaneous Stats,Lost-Miscellaneous Stats,Won%-Miscellaneous Stats,90s-Shooting,Gls-Shooting,Sh-Shooting,SoT-Shooting,SoT%-Shooting,Sh/90-Shooting,SoT/90-Shooting,G/Sh-Shooting,G/SoT-Shooting,Dist-Shooting,FK-Shooting,PK-Shooting,PKatt-Shooting,xG-Shooting,npxG-Shooting,npxG/Sh-Shooting,G-xG-Shooting,np:G-xG-Shooting,90s-Goal and Shot Creation,SCA-Goal and Shot Creation,SCA90-Goal and Shot Creation,PassLive-Goal and Shot Creation,PassDead-Goal and Shot Creation,TO-Goal and Shot Creation,Sh-Goal and Shot Creation,Fld-Goal and Shot Creation,Def-Goal and Shot Creation,GCA-Goal and Shot Creation,GCA90-Goal and Shot Creation,PassLive.1-Goal and Shot Creation,PassDead.1-Goal and Shot Creation,TO.1-Goal and Shot Creation,Sh.1-Goal and Shot Creation,Fld.1-Goal and Shot Creation,Def.1-Goal and Shot Creation,90s-Passing,Cmp-Passing,Att-Passing,Cmp%-Passing,TotDist-Passing,PrgDist-Passing,Cmp.1-Passing,Att.1-Passing,Cmp%.1-Passing,Cmp.2-Passing,Att.2-Passing,Cmp%.2-Passing,Cmp.3-Passing,Att.3-Passing,Cmp%.3-Passing,Ast-Passing,xAG-Passing,xA-Passing,A-xAG-Passing,KP-Passing,1/3-Passing,PPA-Passing,CrsPA-Passing,PrgP-Passing,90s-Pass Types,Att-Pass Types,Live-Pass Types,Dead-Pass Types,FK-Pass Types,TB-Pass Types,Sw-Pass Types,Crs-Pass Types,TI-Pass Types,CK-Pass Types,In-Pass Types,Out-Pass Types,Str-Pass Types,Cmp-Pass Types,Off-Pass Types,Blocks-Pass Types,MP-Playing Time,Min-Playing Time,Mn/MP-Playing Time,Min%-Playing Time,90s-Playing Time,Starts-Playing Time,Mn/Start-Playing Time,Compl-Playing Time,Subs-Playing Time,Mn/Sub-Playing Time,unSub-Playing Time,PPM-Playing Time,onG-Playing Time,onGA-Playing Time,+/--Playing Time,+/-90-Playing Time,On-Off-Playing Time,onxG-Playing Time,onxGA-Playing Time,xG+/--Playing Time,xG+/-90-Playing Time,On-Off.1-Playing Time,90s-Defensive Actions,Tkl-Defensive Actions,TklW-Defensive Actions,Def 3rd-Defensive Actions,Mid 3rd-Defensive Actions,Att 3rd-Defensive Actions,Tkl.1-Defensive Actions,Att-Defensive Actions,Tkl%-Defensive Actions,Lost-Defensive Actions,Blocks-Defensive Actions,Sh-Defensive Actions,Pass-Defensive Actions,Int-Defensive Actions,Tkl+Int-Defensive Actions,Clr-Defensive Actions,Err-Defensive Actions
Igor Vinícius de Souza,19.0,13.0,1195.0,13.3,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,0.5,0.5,1.3,1.8,51.0,58.0,68.0,0.08,0.15,0.23,0.08,0.23,0.04,0.1,0.14,0.04,0.14,13.3,3,2,0,33,18,0,29,24,21,0.0,0.0,0,81.0,19.0,13.0,59.4,13.3,1,10,4,40.0,0.75,0.3,0.1,0.25,20.7,0.0,0,0,0.5,0.5,0.05,0.5,0.5,13.3,25.0,1.88,21.0,0.0,2.0,0.0,0.0,2.0,4.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,13.3,667.0,798.0,83.6,9623.0,3189.0,404.0,430.0,94.0,210.0,259.0,81.1,32.0,59.0,54.2,2,1.3,1.3,0.7,12.0,28.0,13.0,6.0,58.0,13.3,798.0,674.0,121.0,16.0,0.0,4.0,29,105.0,0.0,0.0,0.0,0.0,667.0,3.0,17.0,19.0,1195.0,63.0,34.9,13.3,13.0,81.0,8.0,6.0,25.0,16,1.79,19.0,10.0,9.0,0.68,0.68,17.6,14.0,3.6,0.27,0.34,13.3,30.0,21,11.0,18.0,1.0,12.0,26.0,46.2,14.0,8.0,2.0,6.0,24,54,25.0,0.0
Pablo,13.0,13.0,1026.0,11.4,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.6,3.6,8.0,16.0,58.0,0.26,0.09,0.35,0.26,0.35,0.26,0.05,0.31,0.26,0.31,11.4,3,0,0,28,11,11,1,2,2,0.0,0.0,0,26.0,15.0,43.0,25.9,11.4,3,25,8,32.0,2.19,0.7,0.12,0.38,13.4,0.0,0,0,3.0,3.0,0.12,0.0,0.0,11.4,23.0,2.02,17.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,157.0,213.0,73.7,2088.0,336.0,89.0,107.0,83.2,49.0,67.0,73.1,5.0,6.0,83.3,1,0.6,0.6,0.4,11.0,8.0,4.0,0.0,16.0,11.4,213.0,189.0,22.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,157.0,2.0,7.0,13.0,1026.0,79.0,30.0,11.4,13.0,79.0,8.0,0.0,,0,1.31,10.0,11.0,-1.0,-0.09,-0.46,15.6,11.3,4.3,0.37,0.46,11.4,5.0,2,0.0,1.0,4.0,2.0,6.0,33.3,4.0,1.0,0.0,1.0,2,7,12.0,0.0
Éverton,16.0,12.0,1060.0,11.8,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,1.5,2.2,50.0,34.0,66.0,0.08,0.17,0.25,0.08,0.25,0.07,0.12,0.19,0.07,0.19,11.8,3,0,0,32,23,6,22,3,8,0.0,0.0,0,50.0,13.0,16.0,44.8,11.8,1,8,4,50.0,0.68,0.34,0.13,0.25,18.4,0.0,0,0,0.8,0.8,0.1,0.2,0.2,11.8,35.0,2.97,29.0,1.0,1.0,1.0,1.0,2.0,3.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,11.8,252.0,348.0,72.4,3941.0,1050.0,123.0,147.0,83.7,99.0,132.0,75.0,16.0,31.0,51.6,2,1.5,1.5,0.5,15.0,20.0,11.0,4.0,34.0,11.8,348.0,326.0,22.0,6.0,1.0,1.0,22,15.0,1.0,0.0,0.0,0.0,252.0,0.0,12.0,16.0,1060.0,66.0,31.0,11.8,12.0,75.0,6.0,4.0,41.0,1,1.75,16.0,8.0,8.0,0.68,0.64,14.0,10.5,3.5,0.3,0.36,11.8,19.0,8,6.0,11.0,2.0,7.0,17.0,41.2,10.0,8.0,1.0,7.0,3,22,4.0,0.0
Igor Gomes,27.0,11.0,1356.0,15.1,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.8,2.8,1.2,4.0,35.0,73.0,94.0,0.13,0.13,0.27,0.13,0.27,0.18,0.08,0.27,0.18,0.27,15.1,3,0,0,21,29,1,26,10,11,0.0,0.0,0,83.0,14.0,24.0,36.8,15.1,2,24,8,33.3,1.59,0.53,0.08,0.25,19.5,1.0,0,0,2.8,2.8,0.12,-0.8,-0.8,15.1,45.0,2.99,37.0,2.0,3.0,0.0,3.0,0.0,4.0,0.27,3.0,0.0,1.0,0.0,0.0,0.0,15.1,606.0,745.0,81.3,8672.0,2021.0,352.0,404.0,87.1,188.0,224.0,83.9,32.0,47.0,68.1,2,1.2,2.4,0.8,16.0,41.0,19.0,3.0,73.0,15.1,745.0,714.0,27.0,9.0,3.0,2.0,26,2.0,13.0,2.0,7.0,0.0,606.0,4.0,18.0,27.0,1356.0,50.0,39.6,15.1,11.0,85.0,6.0,16.0,26.0,9,1.67,19.0,11.0,8.0,0.53,0.49,21.1,16.7,4.4,0.29,0.4,15.1,18.0,11,7.0,6.0,5.0,3.0,10.0,30.0,7.0,7.0,2.0,5.0,10,28,7.0,0.0
Hudson,16.0,11.0,1049.0,11.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.7,1.1,10.0,60.0,24.0,0.09,0.09,0.17,0.09,0.17,0.03,0.06,0.09,0.03,0.09,11.7,3,0,0,26,11,1,15,14,14,0.0,1.0,0,63.0,28.0,18.0,60.9,11.7,1,7,4,57.1,0.6,0.34,0.14,0.25,22.6,0.0,0,0,0.3,0.3,0.04,0.7,0.7,11.7,12.0,1.03,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,11.7,527.0,635.0,83.0,8652.0,2676.0,272.0,296.0,91.9,182.0,218.0,83.5,51.0,77.0,66.2,1,0.7,0.6,0.3,9.0,38.0,8.0,3.0,60.0,11.7,635.0,563.0,70.0,28.0,0.0,5.0,15,42.0,0.0,0.0,0.0,0.0,527.0,2.0,7.0,16.0,1049.0,66.0,30.7,11.7,11.0,89.0,10.0,5.0,13.0,19,1.63,10.0,9.0,1.0,0.09,-0.22,9.2,13.6,-4.4,-0.38,-0.62,11.7,27.0,14,16.0,8.0,3.0,16.0,31.0,51.6,15.0,27.0,7.0,20.0,14,41,26.0,0.0
Jonas,17.0,11.0,947.0,10.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,1.5,1.5,0.9,2.4,53.0,14.0,110.0,0.29,0.1,0.38,0.29,0.38,0.14,0.09,0.23,0.14,0.23,10.5,1,1,0,22,22,4,24,3,20,0.0,0.0,0,36.0,10.0,26.0,27.8,10.5,3,22,7,31.8,2.09,0.67,0.14,0.43,19.5,0.0,0,0,1.5,1.5,0.07,1.5,1.5,10.5,37.0,3.52,25.0,1.0,4.0,3.0,3.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,10.5,209.0,286.0,73.1,2839.0,630.0,134.0,161.0,83.2,57.0,82.0,69.5,8.0,18.0,44.4,1,0.9,0.7,0.1,17.0,9.0,6.0,2.0,14.0,10.5,286.0,273.0,12.0,1.0,1.0,0.0,24,6.0,0.0,0.0,0.0,0.0,209.0,1.0,9.0,17.0,947.0,56.0,27.7,10.5,11.0,74.0,4.0,6.0,23.0,4,2.0,18.0,9.0,9.0,0.86,0.86,14.6,10.1,4.5,0.42,0.52,10.5,26.0,20,11.0,12.0,3.0,8.0,19.0,42.1,11.0,14.0,0.0,14.0,3,29,3.0,1.0
Anderson Martins,11.0,10.0,896.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.0,0.1,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,10.0,5,0,0,13,1,0,1,14,10,0.0,0.0,0,50.0,26.0,15.0,63.4,10.0,0,1,0,0.0,0.1,0.0,0.0,,5.4,0.0,0,0,0.1,0.1,0.09,-0.1,-0.1,10.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,420.0,481.0,87.3,8106.0,2490.0,142.0,153.0,92.8,216.0,239.0,90.4,49.0,68.0,72.1,0,0.0,0.1,0.0,0.0,16.0,1.0,0.0,27.0,10.0,481.0,465.0,14.0,12.0,0.0,3.0,1,2.0,0.0,0.0,0.0,0.0,420.0,2.0,4.0,11.0,896.0,81.0,26.2,10.0,10.0,85.0,9.0,1.0,45.0,21,1.36,4.0,7.0,-3.0,-0.3,-0.73,7.4,12.9,-5.5,-0.55,-0.81,10.0,11.0,10,7.0,3.0,1.0,4.0,12.0,33.3,8.0,8.0,8.0,0.0,14,25,49.0,1.0
Raniel,14.0,8.0,803.0,8.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.4,2.4,0.9,3.2,10.0,10.0,33.0,0.11,0.11,0.22,0.11,0.22,0.27,0.1,0.36,0.27,0.36,8.9,2,1,0,22,22,9,2,5,3,0.0,0.0,1,18.0,13.0,35.0,27.1,8.9,1,19,8,42.1,2.13,0.9,0.05,0.13,16.1,0.0,0,0,2.4,2.4,0.13,-1.4,-1.4,8.9,21.0,2.35,13.0,0.0,1.0,5.0,1.0,1.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,8.9,89.0,129.0,69.0,1097.0,249.0,60.0,78.0,76.9,18.0,24.0,75.0,2.0,8.0,25.0,1,0.9,0.4,0.1,8.0,8.0,5.0,0.0,10.0,8.9,129.0,114.0,15.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,89.0,0.0,2.0,14.0,803.0,57.0,23.5,8.9,8.0,83.0,6.0,6.0,24.0,9,1.64,13.0,7.0,6.0,0.67,0.57,11.1,12.0,-0.9,-0.1,-0.19,8.9,4.0,3,1.0,2.0,1.0,0.0,8.0,0.0,8.0,10.0,2.0,8.0,5,9,12.0,0.0
Walce Costa,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,4.0,0,0,0,2,0,0,0,7,3,0.0,0.0,0,16.0,11.0,7.0,61.1,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,4.0,3.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,203.0,236.0,86.0,4027.0,1697.0,74.0,82.0,90.2,101.0,110.0,91.8,27.0,41.0,65.9,0,0.0,0.1,0.0,1.0,11.0,0.0,0.0,15.0,4.0,236.0,231.0,5.0,4.0,0.0,3.0,0,1.0,0.0,0.0,0.0,0.0,203.0,0.0,1.0,4.0,360.0,90.0,10.5,4.0,4.0,90.0,4.0,0.0,,24,2.0,4.0,2.0,2.0,0.5,0.29,4.2,4.6,-0.4,-0.11,-0.18,4.0,3.0,3,1.0,2.0,0.0,1.0,4.0,25.0,3.0,6.0,5.0,1.0,7,10,19.0,1.0
Léo Pelé,5.0,3.0,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.4,6.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.11,0.03,0.11,3.1,2,0,0,3,2,0,11,3,3,0.0,0.0,0,9.0,7.0,4.0,63.6,3.1,0,2,0,0.0,0.64,0.0,0.0,,13.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,3.1,6.0,1.91,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,118.0,154.0,76.6,1623.0,517.0,73.0,77.0,94.8,29.0,46.0,63.0,7.0,16.0,43.8,0,0.3,0.3,-0.3,3.0,10.0,3.0,3.0,9.0,3.1,154.0,122.0,31.0,2.0,0.0,0.0,11,28.0,1.0,1.0,0.0,0.0,118.0,1.0,4.0,5.0,283.0,57.0,8.3,3.1,3.0,85.0,2.0,2.0,15.0,33,2.0,3.0,3.0,0.0,0.0,-0.26,3.3,4.2,-0.9,-0.27,-0.35,3.1,5.0,3,2.0,2.0,1.0,3.0,3.0,100.0,0.0,2.0,0.0,2.0,3,8,10.0,1.0
Marcelo Lomba,44.0,44.0,3920.0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,2,1,0,0,8,0,0,1,0,0.0,0.0,0,19.0,14.0,2.0,87.5,43.6,0,1,0,0.0,0.02,0.0,0.0,,8.9,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,43.6,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,711.0,1046.0,68.0,20977.0,15373.0,119.0,120.0,99.2,335.0,340.0,98.5,253.0,581.0,43.5,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,43.6,1046.0,655.0,391.0,93.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,711.0,0.0,1.0,44.0,3920.0,89.0,90.7,43.6,44.0,89.0,43.0,0.0,,0,1.61,54.0,43.0,11.0,0.25,0.25,61.9,53.4,8.5,0.19,0.68,43.6,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1,1,15.0,2.0
Víctor Cuesta,41.0,40.0,3605.0,40.1,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,1.9,1.9,1.4,3.2,40.0,121.0,4.0,0.02,0.02,0.05,0.02,0.05,0.05,0.03,0.08,0.05,0.08,40.1,11,0,0,49,47,1,13,85,60,0.0,1.0,0,263.0,107.0,64.0,62.6,40.1,1,22,7,31.8,0.55,0.17,0.05,0.14,16.3,1.0,0,0,1.9,1.9,0.08,-0.9,-0.9,40.1,32.0,0.8,21.0,4.0,3.0,1.0,1.0,2.0,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,40.1,1555.0,1871.0,83.1,29376.0,12041.0,605.0,637.0,95.0,724.0,820.0,88.3,182.0,328.0,55.5,1,1.4,1.0,-0.4,13.0,101.0,7.0,1.0,121.0,40.1,1871.0,1757.0,103.0,96.0,0.0,9.0,13,7.0,0.0,0.0,0.0,0.0,1555.0,11.0,17.0,41.0,3605.0,88.0,83.4,40.1,40.0,90.0,39.0,1.0,12.0,2,1.68,50.0,39.0,11.0,0.27,0.27,55.8,47.7,8.1,0.2,0.43,40.1,89.0,60,62.0,23.0,4.0,48.0,70.0,68.6,22.0,54.0,30.0,24.0,85,174,151.0,1.0
Edenílson,39.0,37.0,3278.0,36.4,6.0,2.0,8.0,6.0,0.0,0.0,12.0,0.0,3.6,3.6,3.9,7.5,65.0,201.0,100.0,0.16,0.05,0.22,0.16,0.22,0.1,0.11,0.21,0.1,0.21,36.4,12,0,0,43,31,0,46,40,28,0.0,1.0,0,279.0,29.0,46.0,38.7,36.4,6,30,14,46.7,0.82,0.38,0.2,0.43,18.8,1.0,0,0,3.6,3.6,0.12,2.4,2.4,36.4,102.0,2.8,78.0,5.0,4.0,4.0,9.0,2.0,11.0,0.3,8.0,0.0,1.0,0.0,1.0,1.0,36.4,1684.0,1991.0,84.6,25028.0,7825.0,905.0,984.0,92.0,551.0,640.0,86.1,117.0,196.0,59.7,2,3.9,2.8,-1.9,38.0,154.0,30.0,1.0,201.0,36.4,1991.0,1885.0,98.0,40.0,6.0,18.0,46,28.0,26.0,13.0,11.0,0.0,1684.0,8.0,21.0,39.0,3278.0,84.0,75.9,36.4,37.0,88.0,32.0,2.0,19.0,2,1.72,49.0,35.0,14.0,0.38,0.64,52.5,43.9,8.5,0.23,0.43,36.4,37.0,28,19.0,15.0,3.0,18.0,55.0,32.7,37.0,32.0,10.0,22.0,40,77,26.0,1.0
Rodrigo Lindoso,33.0,32.0,2814.0,31.3,5.0,3.0,8.0,5.0,0.0,0.0,6.0,0.0,3.9,3.9,1.7,5.6,31.0,171.0,21.0,0.16,0.1,0.26,0.16,0.26,0.13,0.06,0.18,0.13,0.18,31.3,6,0,0,47,37,1,7,58,30,0.0,0.0,0,195.0,80.0,65.0,55.2,31.3,5,32,10,31.3,1.02,0.32,0.16,0.5,21.2,1.0,0,0,3.9,3.9,0.13,1.1,1.1,31.3,53.0,1.7,46.0,1.0,0.0,4.0,2.0,0.0,5.0,0.16,4.0,0.0,0.0,1.0,0.0,0.0,31.3,1729.0,1981.0,87.3,31120.0,9132.0,689.0,775.0,88.9,776.0,851.0,91.2,205.0,253.0,81.0,3,1.7,1.4,1.3,18.0,145.0,14.0,2.0,171.0,31.3,1981.0,1917.0,60.0,55.0,2.0,13.0,7,2.0,0.0,0.0,0.0,0.0,1729.0,4.0,15.0,33.0,2814.0,85.0,65.1,31.3,32.0,87.0,28.0,1.0,22.0,6,1.49,35.0,35.0,0.0,0.0,-0.66,43.1,40.0,3.1,0.1,-0.09,31.3,59.0,30,18.0,35.0,6.0,26.0,56.0,46.4,30.0,46.0,14.0,32.0,58,117,59.0,2.0
Paolo Guerrero,30.0,29.0,2505.0,27.8,14.0,1.0,15.0,14.0,0.0,1.0,5.0,1.0,12.6,11.8,3.3,15.1,49.0,60.0,217.0,0.5,0.04,0.54,0.5,0.54,0.45,0.12,0.57,0.42,0.54,27.8,5,1,0,59,51,16,8,3,8,0.0,0.0,0,67.0,121.0,139.0,46.5,27.8,14,93,40,43.0,3.34,1.44,0.15,0.35,15.5,9.0,0,1,12.6,11.8,0.13,1.4,2.2,27.8,81.0,2.91,56.0,0.0,10.0,13.0,2.0,0.0,6.0,0.22,1.0,0.0,1.0,4.0,0.0,0.0,27.8,566.0,773.0,73.2,6946.0,1324.0,382.0,450.0,84.9,111.0,172.0,64.5,24.0,36.0,66.7,1,3.3,2.8,-2.3,37.0,36.0,13.0,0.0,60.0,27.8,773.0,716.0,52.0,3.0,6.0,6.0,8,1.0,0.0,0.0,0.0,0.0,566.0,5.0,22.0,30.0,2505.0,84.0,58.0,27.8,29.0,86.0,23.0,1.0,17.0,2,1.74,36.0,27.0,9.0,0.32,0.22,42.9,33.8,9.1,0.33,0.47,27.8,15.0,8,4.0,11.0,0.0,0.0,12.0,0.0,12.0,9.0,3.0,6.0,3,18,29.0,0.0
Patrick,34.0,29.0,2462.0,27.4,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,4.5,4.5,2.9,7.4,101.0,128.0,145.0,0.11,0.04,0.15,0.11,0.15,0.16,0.11,0.27,0.16,0.27,27.4,8,0,0,50,53,1,49,18,62,0.0,1.0,0,186.0,41.0,48.0,46.1,27.4,3,38,9,23.7,1.39,0.33,0.08,0.33,16.3,0.0,0,0,4.5,4.5,0.12,-1.5,-1.5,27.4,79.0,2.89,56.0,1.0,13.0,3.0,5.0,1.0,6.0,0.22,3.0,1.0,1.0,0.0,1.0,0.0,27.4,1000.0,1248.0,80.1,14191.0,4252.0,563.0,655.0,86.0,339.0,395.0,85.8,44.0,78.0,56.4,1,2.9,2.4,-1.9,30.0,86.0,36.0,9.0,128.0,27.4,1248.0,1208.0,37.0,14.0,0.0,6.0,49,21.0,1.0,0.0,1.0,0.0,1000.0,3.0,31.0,34.0,2462.0,72.0,57.0,27.4,29.0,82.0,21.0,5.0,19.0,2,1.56,29.0,27.0,2.0,0.07,-0.36,37.2,32.2,5.1,0.18,0.12,27.4,95.0,62,53.0,30.0,12.0,34.0,78.0,43.6,44.0,32.0,8.0,24.0,18,113,20.0,0.0
Nicolás López,35.0,27.0,2297.0,25.5,4.0,6.0,10.0,4.0,0.0,0.0,6.0,0.0,7.9,7.9,7.4,15.3,101.0,105.0,220.0,0.16,0.24,0.39,0.16,0.39,0.31,0.29,0.6,0.31,0.6,25.5,6,0,0,37,26,20,112,8,16,0.0,0.0,0,121.0,3.0,7.0,30.0,25.5,4,90,32,35.6,3.53,1.25,0.04,0.13,20.7,1.0,0,0,7.9,7.9,0.09,-3.9,-3.9,25.5,125.0,4.9,71.0,18.0,23.0,5.0,6.0,2.0,10.0,0.39,7.0,2.0,1.0,0.0,0.0,0.0,25.5,750.0,975.0,76.9,12805.0,2959.0,374.0,426.0,87.8,228.0,298.0,76.5,102.0,161.0,63.4,6,7.4,5.0,-1.4,53.0,47.0,36.0,16.0,105.0,25.5,975.0,910.0,60.0,16.0,2.0,21.0,112,4.0,38.0,19.0,16.0,0.0,750.0,5.0,21.0,35.0,2297.0,66.0,53.2,25.5,27.0,78.0,8.0,8.0,24.0,5,1.66,35.0,24.0,11.0,0.43,0.43,38.1,28.2,9.9,0.39,0.55,25.5,25.0,16,8.0,12.0,5.0,6.0,30.0,20.0,24.0,13.0,0.0,13.0,8,33,7.0,0.0
Zeca,26.0,24.0,2207.0,24.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.7,1.0,57.0,87.0,83.0,0.0,0.04,0.04,0.0,0.04,0.01,0.03,0.04,0.01,0.04,24.5,5,0,0,16,9,0,58,17,38,0.0,0.0,0,131.0,10.0,17.0,37.0,24.5,0,7,2,28.6,0.29,0.08,0.0,0.0,25.4,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,24.5,44.0,1.79,34.0,4.0,3.0,1.0,0.0,2.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,24.5,1199.0,1438.0,83.4,19929.0,6351.0,571.0,615.0,92.8,441.0,516.0,85.5,125.0,212.0,59.0,1,0.7,1.2,0.3,15.0,71.0,18.0,12.0,87.0,24.5,1438.0,1219.0,217.0,23.0,0.0,13.0,58,186.0,8.0,2.0,2.0,0.0,1199.0,2.0,17.0,26.0,2207.0,85.0,51.1,24.5,24.0,87.0,21.0,2.0,64.0,9,2.0,37.0,25.0,12.0,0.49,0.53,33.3,31.9,1.4,0.06,-0.15,24.5,50.0,38,24.0,23.0,3.0,22.0,42.0,52.4,20.0,23.0,6.0,17.0,17,67,65.0,1.0
Rodrigo Moledo,27.0,26.0,2207.0,24.5,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,3.6,3.6,0.5,4.1,11.0,48.0,3.0,0.12,0.0,0.12,0.12,0.12,0.15,0.02,0.17,0.15,0.17,24.5,4,0,0,22,28,1,1,40,32,1.0,0.0,0,109.0,91.0,39.0,70.0,24.5,3,20,6,30.0,0.82,0.24,0.15,0.5,8.9,0.0,0,0,3.6,3.6,0.18,-0.6,-0.6,24.5,12.0,0.49,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,24.5,769.0,918.0,83.8,14017.0,5272.0,300.0,331.0,90.6,365.0,423.0,86.3,85.0,130.0,65.4,0,0.5,0.3,-0.5,3.0,30.0,4.0,1.0,48.0,24.5,918.0,882.0,34.0,34.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.0,769.0,2.0,3.0,27.0,2207.0,82.0,51.1,24.5,26.0,84.0,24.0,1.0,21.0,3,1.7,32.0,25.0,7.0,0.29,0.12,36.0,29.0,7.0,0.29,0.31,24.5,47.0,32,34.0,12.0,1.0,17.0,24.0,70.8,7.0,29.0,20.0,9.0,40,87,130.0,0.0
